ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001794159-22-000082	YES	101	0001936438	TriSpan Rising Stars Top-Up (US) L.P.	C/O TRISPAN RS TOP-UP GP (US) LLC	152 WEST 57TH STREET 5TH FLOOR	NEW YORK	NY	NEW YORK	10019	646-586-2194	DELAWARE							Limited Partnership		withinFiveYears	2022
0001938660-22-000001	YES	101	0001938660	3Laws Robotics Inc.	B121 GATES THOMAS	1200 E CALIFORNIA BLVD MC 104-44	PASADENA	CA	CALIFORNIA	91125	470-886-7187	DELAWARE							Corporation		withinFiveYears	2022
0001682647-22-000002	YES	101	0001682647	FORT Global Futures, L.P.	2 WISCONSIN CIRCLE, SUITE 1150		CHEVY CHASE	MD	MARYLAND	20815	301-986-6940	DELAWARE				FORT Global Diversified Classic, L.P.			Limited Partnership		overFiveYears	
0001828480-22-000001	YES	101	0001828480	VIMOCITY INC.	4616 - 25TH AVENUE NE PMB 394		SEATTLE	WA	WASHINGTON	98105	(206) 400-6634	WASHINGTON							Corporation		overFiveYears	
0001012975-22-000306	YES	101	0001553390	CapeView Azri 2X Fund	C/O MAPLES CORPORATE SERVICES LIMITED	BOX 309, UGLAND HOUSE, S CHURCH ST	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	44.0.20.7563.9400	CAYMAN ISLANDS							Corporation		overFiveYears	
0001258075-22-000002	YES	101	0001258075	FORT GLOBAL DIVERSIFIED LP	2 WISCONSIN CIRCLE, SUITE 1150		CHEVY CHASE	MD	MARYLAND	20815	301-986-6940	DELAWARE				FORT GLOBAL DIVERSIFIED LP			Limited Partnership		overFiveYears	
0001937644-22-000001	YES	101	0001937644	Mount Acadia Ventures, LLC	224 BIRMINGHAM DRIVE	STE. 1A1	CARDIFF	CA	CALIFORNIA	92007	6197092631	CALIFORNIA							Limited Liability Company		withinFiveYears	2021
0000950142-22-002251	YES	101	0001896072	General Atlantic BnZ Companion Fund, L.P.	C/O GENERAL ATLANTIC SERVICE COMPANY, LP	55 EAST 52ND STREET, 33RD FLOOR	NEW YORK	NY	NEW YORK	10055	212-715-4000	DELAWARE							Limited Partnership		withinFiveYears	2021
0001938480-22-000001	YES	101	0001938480	AVSF - Seed Basket - May 2022, LLC	70 Federal Street	6th Floor	Boston	MA	MASSACHUSETTS	02110	603-518-8112	DELAWARE							Limited Liability Company		withinFiveYears	2022
0000950142-22-002250	YES	101	0001896076	General Atlantic BnZ Companion Fund (Lux), SCSp	C/O GENERAL ATLANTIC SERVICE COMPANY, LP	55 EAST 52ND STREET, 33RD FLOOR	NEW YORK	NY	NEW YORK	10055	212-715-4000	LUXEMBOURG							Other	Special Limited Partnership	withinFiveYears	2021
0001935426-22-000001	YES	101	0001935426	Crosspoint Capital Fund II, LP	C/O CROSSPOINT CAPITAL II GP, LLC	2500 SAND HILL ROAD, SUITE 300	MENLO PARK	CA	CALIFORNIA	94025	650-530-2567	CAYMAN ISLANDS							Other	CAYMAN ISLANDS EXEMPTED LIMITED PARTNERSHIP	withinFiveYears	2022
0001258078-22-000002	YES	101	0001258078	FORT GLOBAL CONTRARIAN LP	2 WISCONSIN CIRCLE, SUITE 1150		CHEVY CHASE	MD	MARYLAND	20815	301-986-6940	DELAWARE							Limited Partnership		overFiveYears	
0001586320-22-000001	YES	101	0001586320	Altamira Prima Fund, LP	100 NE LOOP 410	SUITE 775	SAN ANTONIO	TX	TEXAS	78216	210-592-7100	DELAWARE							Limited Partnership		overFiveYears	
0001937590-22-000002	YES	101	0001937590	275 Funding, LLC	101 CHESWOLD LANE SUITE 1A		HAVERFORD	PA	PENNSYLVANIA	19041	6109993599	PENNSYLVANIA							Limited Liability Company		withinFiveYears	2022
0001668257-22-000002	YES	101	0001668257	Fort Equity Market Neutral, LP	2 WISCONSIN CIRCLE, SUITE 1150		CHEVY CHASE	MD	MARYLAND	20815	301-986-6940	DELAWARE				Fort Value Market Neutral, LP			Limited Partnership		overFiveYears	
0001012975-22-000305	YES	101	0001553391	CapeView Azri Fund	C/O MAPLES CORP SERVICES LTD	Box 309, UGLAND HOUSE, S CHURCH ST	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	44-0-20-7563-9400	CAYMAN ISLANDS				CapeView Azri Fund Ltd			Corporation		overFiveYears	
0001771903-22-000002	YES	101	0001771903	Caribou Financial, Inc.	1717 Rhode Island Ave NW	Suite 500	Washington	DC	DISTRICT OF COLUMBIA	20036	877-445-0070	DELAWARE				MotoRefi, Inc.			Corporation		overFiveYears	
0001938562-22-000001	YES	101	0001938562	RTI Hidden Oaks, LLC	1150 N LOOP 1604 W	STE 108-279	SAN ANTONIO	TX	TEXAS	78248	432 258-9860	TEXAS							Limited Liability Company		withinFiveYears	2022
0001728748-22-000002	YES	101	0001728748	ETA Holdings, Inc.	1100 CARILLON POINT		KIRKLAND	WA	WASHINGTON	98033	425-637-8559	WASHINGTON							Corporation		overFiveYears	
0001926413-22-000002	YES	101	0001926413	CR1 Fund II, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938642-22-000002	YES	101	0001938642	AND Fund I, a series of Palumni VC, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938526-22-000003	YES	101	0001938526	SYN 242, a series of SAX Capital Series Fund III, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938561-22-000001	YES	101	0001938561	Guide Care Inc.	301 UNION ST #21867		SEATTLE	WA	WASHINGTON	98111	2062221776	DELAWARE							Corporation		withinFiveYears	2022
0001876845-22-000002	YES	101	0001876845	Class T Segregated Portfolio of FORT Global Offshore Fund, SPC	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Other	a segregated portfolio of a Cayman Islands exempted company	withinFiveYears	2021
0001938643-22-000002	YES	101	0001938643	WORK Gaingels Fund I, a series of Zachary Ginsburg Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938661-22-000002	YES	101	0001938661	TU12 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938662-22-000002	YES	101	0001938662	CL Fund I, a series of Cinneamhain Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001684310-22-000002	YES	101	0001684310	Class F Segregated Portfolio of FORT Global Offshore Fund, SPC	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	301-298-1256	CAYMAN ISLANDS	Class K Segregated Portfolio of FORT Global Offshore, SPC			Class F Segregated Portfolio of FORT Global Offshore, SPC			Other	a segregated portfolio of a Cayman Islands exempted company	overFiveYears	
0001938526-22-000002	YES	101	0001938526	SYN 242, a series of SAX Capital Series Fund III, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001878646-22-000033	YES	101	0001814040	Golf Genius Holdings, LLC	311 ORCHARD WAY		ST. DAVIDS	PA	PENNSYLVANIA	19087	484-354-0671	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001727689-22-000024	YES	101	0001666782	Irving Resources Inc.	999 CANADA PLACE, SUITE 404		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6C 3E2	(604) 682-3234	BRITISH COLUMBIA, CANADA	1047431 B.C. Ltd.						Corporation		overFiveYears	
0001867316-22-000001	YES	101	0001867316	Saltbox Mgmt Inc.	6029 KELLOGG AVENUE		EDINA	MN	MINNESOTA	55424	9520994-5645	DELAWARE							Corporation		withinFiveYears	2021
0001183740-22-000132	YES	101	0001937723	Global Compliance Applications Corp.	SUITE 830, 1100 MELVILLE ST.		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6E 4A6	8552699554	BRITISH COLUMBIA, CANADA				Global Cannabis Applications Corp			Corporation		overFiveYears	
0001012975-22-000304	YES	101	0001580190	HGK Trinity Street International Equity Fund, LP	HGK TRINITY ST INTL EQUITY FUND GP LLC	525 WASHINGTON BLVD 20TH FLOOR	JERSEY CITY	NJ	NEW JERSEY	07310	2016593700	DELAWARE							Limited Partnership		overFiveYears	
0001938565-22-000001	YES	101	0001938565	BEMO CORP./NV	3773 HOWARD HUGHES PKWY, SUITE 500 S		LAS VEGAS	NV	NEVADA	89169-6014	(702) 529-0820	NEVADA							Corporation		overFiveYears	
0001685131-22-000002	YES	101	0001685131	Crux Capital, LP	C/O CRUX AND COMPANY, LLC	350 PALOS VERDES BLVD., #22	REDONDO BEACH	CA	CALIFORNIA	90277	1 (507) 990-9777	DELAWARE							Limited Partnership		overFiveYears	
0001819423-22-000001	YES	101	0001819423	VT Capital TurnCare Fund LP	27A IMPERIAL AVENUE		WESTPORT	CT	CONNECTICUT	06880	917-836-0329	DELAWARE							Limited Partnership		withinFiveYears	2020
0001937862-22-000001	YES	101	0001937862	Omega Ophthalmics LLC	4120 PISGAH PIKE		VERSAILLES	KY	KENTUCKY	40383	859-227-4134	KENTUCKY							Limited Liability Company		overFiveYears	
0001581185-22-000002	YES	101	0001581185	Content Raven, Inc.	65 Boston Post Road		Marlborough	MA	MASSACHUSETTS	01752	(508) 786-0500	DELAWARE							Corporation		overFiveYears	
0001748939-22-000002	YES	101	0001748939	Class E Segregated Portfolio of FORT Global Offshore Fund, SPC	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS				Class V Segregated Portfolio of FORT Global Offshore Fund, SPC			Other	a segregated portfolio of a Cayman Islands exempted company	overFiveYears	
0001938644-22-000002	YES	101	0001938644	LY Fund IV, a series of Coelius Capital, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938641-22-000002	YES	101	0001938641	BLA Fund I, a series of JMWTX Investments, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938647-22-000002	YES	101	0001938647	ALF Fund I, a series of Ride Wave Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938645-22-000002	YES	101	0001938645	PI Fund II, a series of Spacecadet Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001376474-22-000332	YES	101	0001938294	Villaz, Inc.	5830 E 2ND STREET, STE 7000 #5538		CASPER	WY	WYOMING	82609	858 309 4533	WYOMING							Corporation		withinFiveYears	2022
0001935475-22-000002	YES	101	0001935475	Wuri Ventures II, LP - A4	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938646-22-000002	YES	101	0001938646	WE29 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001935712-22-000002	YES	101	0001935712	Coffeehouse Capital, LP - A3	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938420-22-000002	YES	101	0001938388	RealToken 616 E 131st St, Inc	980 N FEDERAL HWY STE 110		BOCA RATON	FL	FLORIDA	33432	5612838800	DELAWARE							Corporation		withinFiveYears	2022
0001936440-22-000001	YES	101	0001936440	Cortical Ventures Opportunity - SIC LLC	5943 EXETER CT		SAN JOSE	CA	CALIFORNIA	95138	5038604378	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001935722-22-000002	YES	101	0001935722	Coelius Capital Rolling Fund, LP - B4	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001935520-22-000002	YES	101	0001935520	Schox Venture Capital, LP - C1	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001935498-22-000002	YES	101	0001935498	Alter VC Fund, LP - A4	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938636-22-000002	YES	101	0001938639	IREG Firewheel III Investors, LLC	3110 W. SOUTHLAKE BLVD., SUITE 120		SOUTHLAKE	TX	TEXAS	76092	(817) 837-0564	TEXAS							Limited Liability Company		withinFiveYears	2022
0001934674-22-000002	YES	101	0001934674	Science Rolling Fund, LP - A4	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938420-22-000001	YES	101	0001938420	RealToken 10147 Somerset Ave, Inc.	980 N FEDERAL HWY STE 110		BOCA RATON	FL	FLORIDA	33432	5612838800	DELAWARE							Corporation		withinFiveYears	2022
0001213900-22-040194	YES	101	0001662382	BRAIN SCIENTIFIC INC.	6700 PROFESSIONAL PARKWAY		SARASOTA	FL	FLORIDA	34240	917-388-1578	NEVADA				All Soft Gels Inc			Corporation		overFiveYears	
0001934667-22-000002	YES	101	0001934667	Siqi Chen Access Fund, LP - A4	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001916164-22-000001	YES	101	0001916164	Lake Street Grand Park Fund, LLC	128 N. May St.		Chicago	IL	ILLINOIS	60607	312 579-4342	ILLINOIS							Limited Liability Company		withinFiveYears	2022
0001806533-22-000001	YES	101	0000803578	WAVEDANCER, INC.	12015 LEE JACKSON MEMORIAL HWY	SUITE 210	FAIRFAX	VA	VIRGINIA	22033	7033833000	DELAWARE				INFORMATION ANALYSIS INC			Corporation		overFiveYears	
0001917476-22-000003	YES	101	0001917476	CREV II Coinvestment, L.P.	THE CARLYLE GROUP	1001 PENNSYLVANIA AVE., N.W., STE. 220 S	WASHINGTON	DC	DISTRICT OF COLUMBIA	20004	202-729-5626	CAYMAN ISLANDS							Other	a Cayman Islands exempted limited partnership	withinFiveYears	2021
0001938636-22-000001	YES	101	0001938636	Enclave Firewheel III Preferred Investors, LLC	3110 W. SOUTHLAKE BLVD., SUITE 120		SOUTHLAKE	TX	TEXAS	76092	(817) 837-0564	TEXAS							Limited Liability Company		withinFiveYears	2022
0001929526-22-000002	YES	101	0001929526	DE33 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938617-22-000002	YES	101	0001938617	GAU Fund II, a series of Zachary Ginsburg Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938618-22-000002	YES	101	0001938618	NU15 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001594840-22-000001	YES	101	0001594840	Tor Asia Credit Fund	Intertrust Corp. Services (Cayman) Ltd	One Nexus Way, Camana Bay	Grand Cayman	E9	CAYMAN ISLANDS	KY1-9005	345-943-3100	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0001594839-22-000001	YES	101	0001594839	Tor Asia Credit Fund LP	Intertrust Corp. Services (Cayman) Ltd	One Nexus Way, Camana Bay	Grand Cayman	E9	CAYMAN ISLANDS	KY1-9005	345-943-3100	DELAWARE							Limited Partnership		overFiveYears	
0001938473-22-000001	YES	101	0001938473	FinChain, LLC	530 LYTTON AVENUE, 2ND FLOOR		PALO ALTO	CA	CALIFORNIA	94301	408-393-5381	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001096906-22-001656	YES	101	0001938431	NP2 BOXWOOD, LLC	1317 EDGEWATER DR #4994		ORLANDO	FL	FLORIDA	32804	904-640-7661	SOUTH CAROLINA							Limited Liability Company		withinFiveYears	2022
0001555231-22-000001	YES	101	0001555231	Medalist Partners Harvest Fund, LP	C/O MEDALIST PARTNERS LP	777 3RD AVE., SUITE 1402	NEW YORK	NY	NEW YORK	10017	2124934495	DELAWARE				Candlewood Structured Credit Harvest Fund, LP			Limited Partnership		overFiveYears	
0001938599-22-000002	YES	101	0001938599	TA1 Fund I, a series of Climate Collective, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938601-22-000002	YES	101	0001938601	ZA Fund II, a series of Climate Capital Deals, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938600-22-000002	YES	101	0001938600	VA Fund I, a series of Gold Dragon Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938603-22-000002	YES	101	0001938603	DE Fund II, a series of Red Beard Ventures Syndicates, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001861654-22-000001	YES	101	0001861654	BSC CAPITAL PARTNERS FUND II, L.P.	5511 Virginia Way	Suite 200	Brentwood	TN	TENNESSEE	37027	615-716-9272	DELAWARE							Limited Partnership		withinFiveYears	2020
0001938602-22-000002	YES	101	0001938602	PA Fund I, a series of AL Triangle Tweener, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001920957-22-000011	YES	101	0001920957	NexPoint Hughes DST	300 CRESCENT COURT	SUITE 700	DALLAS	TX	TEXAS	75201	(833) 697-6246	DELAWARE							Other	Delaware Statutory Trust	withinFiveYears	2022
0001931553-22-000003	YES	101	0001931553	Beta Energy Corp.	SUITE 801, 535 THURLOW		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6E 3L2	844 592 6337	BRITISH COLUMBIA, CANADA							Corporation		withinFiveYears	2021
0001871328-22-000001	YES	101	0001871328	Cryptocurrency ESG Strategy, LP	9465 COUNSELORS ROW	STE. 200	INDIANAPOLIS	IN	INDIANA	46240	(317) 663-8084	INDIANA							Limited Partnership		withinFiveYears	2021
0000935836-22-000443	YES	101	0001820453	HW High Yield, LLC	601 S. FIGUEROA STREET, 39TH FLOOR		LOS ANGELES	CA	CALIFORNIA	90017	213-430-1000	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001929687-22-000002	YES	101	0001929687	DR Fund I, a series of Climate Capital Deals, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938052-22-000003	YES	101	0001413072	Wellington: NON-US EQUITY LLC	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	DELAWARE				VONTOBEL: NON-US EQUITY LLC			Limited Liability Company		overFiveYears	
0001938536-22-000001	YES	101	0001938536	INSTRUMENTUM, LLC	161 OTTAWA AVENUE NW	SUITE 406	GRAND RAPIDS	MI	MICHIGAN	49503	323-875-4529	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001611278-22-000002	YES	101	0001611278	Bandwango, Inc.	4516 SOUTH 700 EAST	SUITE 100	MURRAY	UT	UTAH	84107	9739417727	DELAWARE				Bandwango, LLC			Corporation		withinFiveYears	2020
0001933138-22-000017	YES	101	0001933138	Naso CRE Bridge Loan Fund, L.P	5525 N MILITARY TRAIL	SUITE 1310	BOCA RATON	FL	FLORIDA	33496	(561) 212-3146	DELAWARE							Limited Partnership		withinFiveYears	2020
0001779535-22-000001	YES	101	0001779535	Mable Wholesale, Inc.	50 JEFFERSON STREET		NEWBURYPORT	MA	MASSACHUSETTS	01950	(617) 938-3953	DELAWARE				Foundry Market, Inc.			Corporation		withinFiveYears	2019
0001938551-22-000001	YES	101	0001938551	HRV GUARDHAT 2022 I, LLC	303 DETROIT STREET	SUITE 105	ANN ARBOR	MI	MICHIGAN	48104	646-483-0809	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001593360-22-000002	YES	101	0001593360	Class D Segregated Portfolio of FORT Global Offshore Fund, SPC	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS				Class D Segregated Portfolio of FORT Global Offshore, SPC			Other	a segregated portfolio of a Cayman Islands exempted company	overFiveYears	
0001877799-22-000002	YES	101	0001877799	Lease Corp of America	3150 LIVERNOIS	SUITE 300	TROY	MI	MICHIGAN	48083	800-8008098	MICHIGAN							Corporation		overFiveYears	
0001772728-22-000008	YES	101	0001772728	CHC Partners Holdings, Inc.	500 CAHABA PARK CIRCLE, #100		BIRMINGHAM	AL	ALABAMA	35242	205-848-2273	DELAWARE							Corporation		withinFiveYears	2019
0001593358-22-000002	YES	101	0001593358	Class C Segregated Portfolio of FORT Global Offshore Fund, SPC	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS				Class C Segregated Portfolio of FORT Global Offshore, SPC			Other	a segregated portfolio of a Cayman Islands exempted company	overFiveYears	
0001938521-22-000002	YES	101	0001938521	BL Fund I, a series of Covalent Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001785748-22-000001	YES	101	0001785748	CIRE OpCo I, LLC	530 B STREET	SUITE 2050	SAN DIEGO	CA	CALIFORNIA	92101	6197272074	DELAWARE							Limited Liability Company		withinFiveYears	2019
0001895393-22-000001	YES	101	0001895393	GVH Offshore Multi-Strategy FOF LP	300 VESEY ST., 13TH FLOOR		NEW YORK	NY	NEW YORK	10282	212-390-9216	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2021
0001938522-22-000002	YES	101	0001938522	MA Fund II, a series of JMWTX Investments, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001938523-22-000002	YES	101	0001938523	EL Fund I, a series of Script Capital Webster, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001731108-22-000001	YES	101	0001731108	GVH Multi-Strategy FOF LP	300 VESEY ST., 13TH FLOOR		NEW YORK	NY	NEW YORK	10282	212-390-9216	DELAWARE				GVH Multi-Strategy FoF LP	Vision Hill Fund I, LP		Limited Partnership		withinFiveYears	2018
0001938520-22-000002	YES	101	0001938520	OF Fund I, a series of Red Beard Ventures Syndicate, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
