ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0001922793-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-07-12		false					true					false		1000		101205	101205	0		false		28	0		0			8000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001883007-22-000002	Other Real Estate			Decline to Disclose		06b	true	0001883007-22-000001	2021-09-08		false	true									false		25000		37550000	37550000	0	The Sponsor, per its Operating Agreement, had the authority to sell up to $40,000,000.  It elected to close the offering at $37,550,000 on October 20, 2021.  Accordingly, there are no units remaining and the offering is closed.	false		83	0		0			0			false
0001566114-22-000076	Pooled Investment Fund	Other Investment Fund	true		Decline to Disclose	06b	true	0001566114-16-000126	2015-07-01		true					true					false		100000		Indefinite	66020400	Indefinite		false		258	0		0			0			false
0001012975-22-000290	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true	Pomona Management LLC or an affiliate will receive an investment advisory fee from the Issuer quarterly. The fee will generally be equal to a percent of the total commitments of the Issuer's investors as specified in the Issuer's partnership agreement.	false
0001936665-22-000001	Investing			Decline to Disclose		06b	false		2022-06-15		false								true	SAFE NOTES	false		0		600000	100000	500000		false		1	0		0			150000	true	The Company estimates that around 25% of the investments will be used to pay for salary of the Company's directors and officers.	false
0001012975-22-000289	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2022-06-27		false					true					false		0		50000000	50000000	0		false		1	0		0			0	true	Pomona Management LLC or an affiliate will receive an investment advisory fee from the Issuer quarterly. The fee will generally be equal to a percent of the total commitments of the Issuer's investors as specified in the Issuer's partnership agreement.	false
0001787352-22-000001	Biotechnology			Decline to Disclose		06b	false			true	false	true									false		0		Indefinite	0	Indefinite		false		0	0		0			0		None, other than compensation to executive officers in their roles as officers of the business.	false
0001567619-22-013909	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001567619-22-013908	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001935095-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2022-02-16		true					true					false		1		Indefinite	1760000	Indefinite		false		9	0		0			0			false
0001851159-22-000003	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001851157-21-000001	2021-07-14		true	true				true					false		0		5025107	5025107	0	Issuer's GP reserves the right to increase total offering amount per Issuer's governing docs. The aggregate offering amount sold by Issuer and its related parallel fund to date is $215,320,000.00. Amount Sold includes amounts committed by GP.	false		36	0		0			0	true	The general partner is entitled to performance allocation. The investment manager is entitled to a management fee.  Such performance allocation and management fee are fully discussed in the Issuer's confidential offering materials.	false
0001851159-22-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001851156-21-000001	2021-07-14		true	true				true					false		0		210294893	210294893	0	Issuer's GP reserves the right to increase total offering amount per Issuer's governing docs. The aggregate offering amount sold by Issuer and its related parallel fund to date is $215,320,000.00. Amount Sold includes amounts committed by GP.	false		135	0		0			0	true	The general partner is entitled to performance allocation. The investment manager is entitled to a management fee.  Such performance allocation and management fee are fully discussed in the Issuer's confidential offering materials.	false
0001851159-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001851159-21-000001	2021-07-14		true	true				true					false		0		10165880	10165880	0	Issuer's GP reserves the right to increase total offering amount per Issuer's governing docs. The aggregate offering amount sold by Issuer and its related parallel fund to date is $368,690,000.00. Amount Sold includes amounts committed by GP.	false		47	0		0			0	true	The general partner is entitled to performance allocation. The investment manager is entitled to a management fee.  Such performance allocation and management fee are fully discussed in the Issuer's confidential offering materials.	false
0001851158-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001851158-21-000001	2021-07-14		true	true				true					false		0		358524120	358524120	0	Issuer's GP reserves the right to increase total offering amount per Issuer's governing docs. The aggregate offering amount sold by Issuer and its related parallel fund to date is $368,690,000.00. Amount Sold includes amounts committed by GP.	false		156	0		0			0	true	The general partner is entitled to performance allocation. The investment manager is entitled to a management fee.  Such performance allocation and management fee are fully discussed in the Issuer's confidential offering materials.	false
0000899140-22-000606	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0000899140-21-000586	2019-09-03		false					true					false		0		Indefinite	2530000	Indefinite		false		13	0		0			0			false
0001937663-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2022-06-27		true					true					true		250000		16500000	14755000	1745000		false		39	0		0			0			false
0000899140-22-000605	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0000899140-21-000574	2021-07-01		true	true				true					false		0		Indefinite	33335000	Indefinite		false		69	0		0			0			false
0001763522-22-000001	Insurance			Decline to Disclose		06b	false		2022-06-01		false	true									false		0		2535603	2535603	0		false		24	0		0			0			false
0000899140-22-000604	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0000899140-21-000569	2020-07-01		true	true				true					false		0		Indefinite	49337700	Indefinite		false		94	0		0			0			false
0001937700-22-000001	Business Services			No Revenues		04, 06b	false		2022-07-01		false	true									false		0		100000	100000	0		false		3	0		0			0	true		false
0000899140-22-000603	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0000899140-21-000585	2017-06-01		true	true				true					false		0		Indefinite	196910000	Indefinite		false		239	0		0			0			false
0001913541-22-000004	Manufacturing			Decline to Disclose		06c	true	0001913541-22-000003	2022-02-08		false	true									false		200000		20000000	200000	19800000		false		1	0	true	0	true	Potential broker-dealer transaction-based compensation of up to three percent (3%) of monies raised in the offering	720000	true	Management Fee of $15,000 per month for a term of 24 months to Manager; $360,000 per annum for consulting fee to manager	false
0000899140-22-000602	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0000899140-21-000584	2015-07-01		true	true				true					false		0		Indefinite	79910500	Indefinite		false		71	0		0			0			false
0001936152-22-000001	Other Health Care			$1,000,001 - $5,000,000		06b	false		2022-06-28		false	true									false		25000		2000000	500000	1500000		false		3	0		0			0			false
0000899140-22-000601	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0000899140-20-000569	2015-01-01		true	true				true					false		0		Indefinite	118455000	Indefinite		false		326	0		0			0			false
0001683168-22-004897	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001683168-22-003570	2020-10-15		true	true				true					false		250000		Indefinite	249780446	Indefinite		false		86	0		0			0			false
0001935020-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2022-03-05		true					true					false		1		Indefinite	725000	Indefinite		false		4	0		0			0			false
0000899140-22-000600	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0000899140-20-000570	2014-12-01		true	true				true					false		0		Indefinite	54800000	Indefinite		false		77	0		0			0			false
0001826689-22-000001	Other Technology			Decline to Disclose		06b	false		2022-06-28		false	true							true	Included is the preferred stock issued in this offering, and the underlying common stock issuable upon conversion of such preferred stock.	false		0		40000000	30255852	9744148		false		11	0		0			0	true	Proceeds will be used for general corporate purposes including payment of salaries and other employment-related compensation to officers and other employees.	false
0000899140-22-000599	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000899140-21-000588	2006-02-01		true	true				true					false		0		Indefinite	634862830	Indefinite		false		917	0		0			0			false
0001756544-22-000001	Other			Decline to Disclose		06b	false		2022-06-28		false	true									false		0		4565000	3057000	1508000		false		11	0		0			0			false
0000899140-22-000598	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000899140-21-000587	2015-01-01		true	true				true					false		0		Indefinite	213287414	Indefinite		false		262	0		0			0			false
0001936664-22-000001	Other Technology			$1 - $1,000,000		06b	false		2022-04-25		false	true									false		5000		4158461	4158461	0		false		17	0		0			200000	true	A portion of the proceeds of the offering will be used for general corporate expenses including salaries, which includes the salary of Executive.	false
0001526730-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001526730-21-000001	2011-07-20		true	true				true					false		250000		Indefinite	152135921	Indefinite	In the last 12 months, $5,600,000 has been sold.	false		79	0		0			0			false
0000899140-22-000597	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0000899140-21-000589	2006-11-01		true	true				true					false		100000		Indefinite	194566123	Indefinite		false		175	0		0			0			false
0001923167-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06c	false		2022-03-19		false					true					false		15000		2700000	2700000	0		false		67	0		0			0		YieldStreet Management, LLC, as the Manager, will receive fees as more fully set forth in the offering materials.	false
0001937524-22-000001	Other Technology			Decline to Disclose		06b	false		2022-06-28		false	true									false		0		9480601	3423564	6057037		false		31	0		0			0			false
0001926118-22-000001	Pooled Investment Fund	Private Equity Fund	false	No Revenues		06b, 3C, 3C.1	false		2022-07-12		false					true					false		5000		2000000	1000	1999000		false		1	50	true	0			0			false
0000899140-22-000596	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000899140-18-000402	2010-04-01		true	true				true					false		100000		Indefinite	11715271	Indefinite		false		34	0		0			0	true		false
0001797752-22-000003	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001797752-22-000002	2020-03-01		true					true					false		500000		Indefinite	221920000	Indefinite		false		53	0		0			0			false
0000899140-22-000595	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0000899140-21-000575	2021-07-01		true	true				true					false		0		Indefinite	14878500	Indefinite		false		30	0		0			0			false
0001932391-22-000001	Commercial			Decline to Disclose		06b	false		2022-06-28		false	true									false		20000		13450000	3657150	9792850	PLEASE NOTE THESE AMOUNTS should reflect GBP not USD.	false		19	67250	true	0	true	PLEASE NOTE THESE AMOUNTS should reflect GBP not USD.	0	true	PLEASE NOTE THESE AMOUNTS should reflect GBP not USD. Certain persons named in Item 3 or affiliates therefore may receive payments deemed to be made from proceeds of the offering.  The amount of such payments cannot be estimated at this time.	false
